HHID	HHType	HHFormedDate	adultNames	childNames	address	
PRE-1235_singleHH	1	PRE	['PRE-1235']	[]	20195	
PRE-341_M_PRE-342	2	PRE	['PRE-341', 'PRE-342']	[]	17477	
PRE-283_singleHH	1	PRE	['PRE-283']	[]	17957	
PRE-1552_M_PRE-1553	2	PRE	['PRE-1552', 'PRE-1553']	[]	18974	
PRE-1510_singleHH	1	PRE	['PRE-1510']	[]	8696	
PRE-949_singleHH	1	PRE	['PRE-949']	[]	18609	
PRE-1042_singleHH	1	PRE	['PRE-1042']	[]	7267	
PRE-4843_M_PRE-4844	2	PRE	['PRE-4843', 'PRE-4844']	['PRE-4843_M_PRE-4844_KID_0', 'PRE-4843_M_PRE-4844_KID_1', 'PRE-4843_M_PRE-4844_KID_2']	13880	
PRE-1101_singleHH	1	PRE	['PRE-1101']	[]	15445	
PRE-1385_singleHH	1	PRE	['PRE-1385']	[]	8357	
PRE-3920_M_PRE-3921	2	PRE	['PRE-3920', 'PRE-3921']	['PRE-3920_M_PRE-3921_KID_0', 'PRE-3920_M_PRE-3921_KID_1', 'PRE-3920_M_PRE-3921_KID_2']	9490	
PRE-3825_M_PRE-3826	2	PRE	['PRE-3825', 'PRE-3826']	[]	15111	
PRE-4953_singleHH	1	PRE	['PRE-4953']	[]	18448	
PRE-4738_singleHH	1	PRE	['PRE-4738']	['PRE-4738_singleHH_KID_0', 'PRE-4738_singleHH_KID_1']	15924	
PRE-3563_singleHH	1	PRE	['PRE-3563']	[]	9223	
PRE-4472_singleHH	1	PRE	['PRE-4472']	[]	19964	
PRE-975_singleHH	1	PRE	['PRE-975']	[]	999999999	
PRE-900_M_PRE-901	2	PRE	['PRE-900', 'PRE-901']	[]	20579	
PRE-3044_M_PRE-3045	2	PRE	['PRE-3044', 'PRE-3045']	[]	3432	
PRE-3586_M_PRE-3587	2	PRE	['PRE-3586', 'PRE-3587']	['PRE-3586_M_PRE-3587_KID_0', 'PRE-3586_M_PRE-3587_KID_1', 'PRE-3586_M_PRE-3587_KID_2', 'PRE-3586_M_PRE-3587_KID_3']	10270	
PRE-2214_singleHH	1	PRE	['PRE-2214']	[]	452	
PRE-1206_M_PRE-1207	2	PRE	['PRE-1206', 'PRE-1207']	['PRE-1206_M_PRE-1207_KID_0']	2230	
PRE-83_singleHH	1	PRE	['PRE-83']	['PRE-83_singleHH_KID_0', 'PRE-83_singleHH_KID_1']	5730	
PRE-4255_M_PRE-4256	2	PRE	['PRE-4255', 'PRE-4256']	[]	15573	
PRE-1486_singleHH	1	PRE	['PRE-1486']	[]	8269	
PRE-1260_M_PRE-1261	2	PRE	['PRE-1260', 'PRE-1261']	[]	16203	
PRE-1060_singleHH	1	PRE	['PRE-1060']	[]	5063	
PRE-1262_singleHH	1	PRE	['PRE-1262']	[]	20263	
PRE-1008_M_PRE-1009	2	PRE	['PRE-1008', 'PRE-1009']	['PRE-1008_M_PRE-1009_KID_0', 'PRE-1008_M_PRE-1009_KID_1', 'PRE-1008_M_PRE-1009_KID_2', 'PRE-1008_M_PRE-1009_KID_3']	13742	
PRE-1598_M_PRE-1599	2	PRE	['PRE-1598', 'PRE-1599']	[]	12361	
PRE-1038_M_PRE-1039	2	PRE	['PRE-1038', 'PRE-1039']	[]	12411	
PRE-1229_singleHH	1	PRE	['PRE-1229']	[]	999999999	
PRE-1550_singleHH	1	PRE	['PRE-1550']	[]	19995	
PRE-3816_singleHH	1	PRE	['PRE-3816']	['PRE-3816_singleHH_KID_0', 'PRE-3816_singleHH_KID_1', 'PRE-3816_singleHH_KID_2', 'PRE-3816_singleHH_KID_3']	16371	
PRE-2081_singleHH	1	PRE	['PRE-2081']	['PRE-2081_singleHH_KID_0', 'PRE-2081_singleHH_KID_1']	9284	
PRE-1395_M_PRE-1396	2	PRE	['PRE-1395', 'PRE-1396']	[]	1556	
PRE-1171_singleHH	1	PRE	['PRE-1171']	[]	4928	
