HHID	HHType	HHFormedDate	adultNames	childNames	address	
PRE-PRE-6378_M_PRE-6114	2	PRE	['PRE-6378', 'PRE-6114', 'PRE-PRE-6378_M_PRE-6114_KID_0', 'PRE-PRE-6378_M_PRE-6114_KID_1']	[]	17477	
PRE-PRE-435_singleHH	1	PRE	['PRE-435']	[]	8696	
PRE-PRE-6070_singleHH	1	PRE	['PRE-6070']	[]	15445	
PRE-PRE-880_M_PRE-695	2	PRE	['PRE-880', 'PRE-695', 'PRE-PRE-880_M_PRE-695_KID_0', 'PRE-PRE-880_M_PRE-695_KID_1', 'PRE-PRE-880_M_PRE-695_KID_2', 'PRE-PRE-880_M_PRE-695_KID_3']	[]	17957	
PRE-PRE-2191_singleHH	1	PRE	['PRE-2191']	[]	7267	
PRE-PRE-2785_singleHH	1	PRE	['PRE-2785']	[]	9490	
PRE-PRE-3350_singleHH	1	PRE	['PRE-3350']	[]	452	
PRE-PRE-3377_singleHH	1	PRE	['PRE-3377']	[]	5730	
PRE-PRE-3438_M_PRE-3363	2	PRE	['PRE-3438', 'PRE-3363']	[]	18448	
PRE-PRE-6463_M_PRE-6160	2	PRE	['PRE-6463', 'PRE-6160', 'PRE-PRE-6463_M_PRE-6160_KID_0', 'PRE-PRE-6463_M_PRE-6160_KID_1']	[]	20579	
PRE-PRE-4750_M_PRE-4715	2	PRE	['PRE-4750', 'PRE-4715', 'PRE-PRE-4750_M_PRE-4715_KID_0', 'PRE-PRE-4750_M_PRE-4715_KID_1', 'PRE-PRE-4750_M_PRE-4715_KID_2']	[]	10270	
PRE-PRE-5623_singleHH	1	PRE	['PRE-5623']	[]	8357	
PRE-PRE-3569_singleHH	1	PRE	['PRE-3569']	[]	4928	
PRE-PRE-3697_singleHH	1	PRE	['PRE-3697']	[]	18995	
PRE-PRE-1084_singleHH	1	PRE	['PRE-1084']	[]	2230	
PRE-PRE-5467_singleHH	1	PRE	['PRE-5467']	[]	999999999	
PRE-PRE-2971_singleHH	1	PRE	['PRE-2971']	[]	11082	
PRE-PRE-970_M_PRE-711	2	PRE	['PRE-970', 'PRE-711', 'PRE-PRE-970_M_PRE-711_KID_0', 'PRE-PRE-970_M_PRE-711_KID_1']	[]	20195	
PRE-PRE-2406_singleHH	1	PRE	['PRE-2406']	[]	8269	
PRE-PRE-6222_singleHH	1	PRE	['PRE-6222']	[]	999999999	
PRE-PRE-3581_singleHH	1	PRE	['PRE-3581']	[]	15924	
PRE-PRE-4177_singleHH	1	PRE	['PRE-4177']	[]	9223	
PRE-PRE-2895_singleHH	1	PRE	['PRE-2895']	[]	5063	
PRE-PRE-1593_singleHH	1	PRE	['PRE-1593']	[]	999999999	
PRE-PRE-2235_singleHH	1	PRE	['PRE-2235']	[]	10097	
PRE-PRE-3796_singleHH	1	PRE	['PRE-3796']	[]	19964	
PRE-PRE-2274_singleHH	1	PRE	['PRE-2274']	[]	999999999	
PRE-PRE-5776_singleHH	1	PRE	['PRE-5776']	[]	10985	
PRE-PRE-786_singleHH	1	PRE	['PRE-786']	[]	15573	
PRE-PRE-3073_singleHH	1	PRE	['PRE-3073']	[]	999999999	
PRE-PRE-6310_singleHH	1	PRE	['PRE-6310']	[]	16203	
PRE-PRE-1744_singleHH	1	PRE	['PRE-1744']	[]	18974	
PRE-PRE-328_singleHH	1	PRE	['PRE-328']	[]	20263	
PRE-PRE-4250_singleHH	1	PRE	['PRE-4250']	[]	19995	
PRE-PRE-394_singleHH	1	PRE	['PRE-394']	[]	9284	
PRE-PRE-306_singleHH	1	PRE	['PRE-306']	[]	1556	
PRE-PRE-5722_singleHH	1	PRE	['PRE-5722']	[]	15994	
PRE-PRE-2207_singleHH	1	PRE	['PRE-2207']	[]	13742	
PRE-PRE-5382_M_PRE-5375	2	PRE	['PRE-5382', 'PRE-5375', 'PRE-PRE-5382_M_PRE-5375_KID_0', 'PRE-PRE-5382_M_PRE-5375_KID_1', 'PRE-PRE-5382_M_PRE-5375_KID_2']	[]	12411	
PRE-PRE-5512_singleHH	1	PRE	['PRE-5512']	[]	3824	
PRE-PRE-2417_singleHH	1	PRE	['PRE-2417']	[]	17291	
PRE-PRE-1552_singleHH	1	PRE	['PRE-1552']	[]	16371	
PRE-PRE-2930_singleHH	1	PRE	['PRE-2930']	[]	13405	
