HHID	HHType	HHFormedDate	adultNames	childNames	address	
187_154	2	PRE	[187, 154]	['187_154_KID_0', '187_154_KID_1', '187_154_KID_2', '187_154_KID_3']	17477	
117_singleHH	1	PRE	[117]	[]	7267	
266_singleHH	1	PRE	[266]	[]	17957	
262_singleHH	1	PRE	[262]	[]	8696	
564_singleHH	1	PRE	[564]	[]	15445	
522_singleHH	1	PRE	[522]	[]	20195	
227_singleHH	1	PRE	[227]	[]	452	
597_561	2	PRE	[597, 561]	['597_561_KID_0', '597_561_KID_1']	18974	
575_singleHH	1	PRE	[575]	[]	8357	
228_singleHH	1	PRE	[228]	[]	999999999	
553_singleHH	1	PRE	[553]	[]	999999999	
581_singleHH	1	PRE	[581]	[]	5730	
360_singleHH	1	PRE	[360]	[]	15924	
239_singleHH	1	PRE	[239]	[]	9223	
519_singleHH	1	PRE	[519]	[]	19964	
168_singleHH	1	PRE	[168]	[]	999999999	
640_629	2	PRE	[640, 629]	['640_629_KID_0', '640_629_KID_1']	18609	
432_416	2	PRE	[432, 416]	['432_416_KID_0', '432_416_KID_1', '432_416_KID_2', '432_416_KID_3']	9490	
22_6	2	PRE	[22, 6]	[]	18448	
28_singleHH	1	PRE	[28]	[]	20579	
163_singleHH	1	PRE	[163]	[]	4928	
98_singleHH	1	PRE	[98]	[]	15573	
99_86	2	PRE	[99, 86]	['99_86_KID_0', '99_86_KID_1']	10270	
430_singleHH	1	PRE	[430]	[]	16203	
173_singleHH	1	PRE	[173]	[]	20263	
449_419	2	PRE	[449, 419]	['449_419_KID_0', '449_419_KID_1', '449_419_KID_2']	13880	
282_singleHH	1	PRE	[282]	[]	999999999	
424_singleHH	1	PRE	[424]	[]	18995	
388_singleHH	1	PRE	[388]	[]	999999999	
515_singleHH	1	PRE	[515]	[]	2230	
279_272	2	PRE	[279, 272]	['279_272_KID_0', '279_272_KID_1', '279_272_KID_2', '279_272_KID_3']	8269	
387_singleHH	1	PRE	[387]	[]	11082	
393_singleHH	1	PRE	[393]	[]	19995	
395_singleHH	1	PRE	[395]	[]	999999999	
235_singleHH	1	PRE	[235]	[]	9284	
633_singleHH	1	PRE	[633]	[]	999999999	
108_84	2	PRE	[108, 84]	['108_84_KID_0', '108_84_KID_1']	5063	
446_singleHH	1	PRE	[446]	[]	1556	
122_singleHH	1	PRE	[122]	[]	10097	
354_singleHH	1	PRE	[354]	[]	15994	
514_singleHH	1	PRE	[514]	[]	17291	
177_singleHH	1	PRE	[177]	[]	13742	
241_singleHH	1	PRE	[241]	[]	999999999	
311_singleHH	1	PRE	[311]	[]	999999999	
502_singleHH	1	PRE	[502]	[]	12411	
371_355	2	PRE	[371, 355]	['371_355_KID_0', '371_355_KID_1', '371_355_KID_2']	15111	
443_singleHH	1	PRE	[443]	[]	16371	
566_singleHH	1	PRE	[566]	[]	10985	
95_singleHH	1	PRE	[95]	[]	13405	
539_singleHH	1	PRE	[539]	[]	14801	
361_singleHH	1	PRE	[361]	[]	999999999	
162_singleHH	1	PRE	[162]	[]	6115	
292_singleHH	1	PRE	[292]	[]	3588	
584_singleHH	1	PRE	[584]	[]	3824	
315_singleHH	1	PRE	[315]	[]	20285	
281_singleHH	1	PRE	[281]	[]	999999999	
671_singleHH	1	PRE	[671]	[]	11506	
357_singleHH	1	PRE	[357]	[]	999999999	
166_singleHH	1	PRE	[166]	[]	14546	
438_singleHH	1	PRE	[438]	[]	2783	
293_singleHH	1	PRE	[293]	[]	2913	
154_148	2	PRE	[154, 148]	[]	3432	
674_singleHH	1	PRE	[674]	[]	10854	
394_singleHH	1	PRE	[394]	[]	7228	
656_singleHH	1	PRE	[656]	[]	8779	
123_singleHH	1	PRE	[123]	[]	19660	
120_singleHH	1	PRE	[120]	[]	999999999	
286_singleHH	1	PRE	[286]	[]	5346	
356_singleHH	1	PRE	[356]	[]	5222	
666_634	2	PRE	[666, 634]	['666_634_KID_0']	4768	
226_singleHH	1	PRE	[226]	[]	3177	
30_singleHH	1	PRE	[30]	[]	268	
21_2	2	PRE	[21, 2]	['21_2_KID_0', '21_2_KID_1']	12361	
350_singleHH	1	PRE	[350]	[]	10968	
182_singleHH	1	PRE	[182]	[]	8002	
236_singleHH	1	PRE	[236]	[]	17621	
260_219	2	PRE	[260, 219]	['260_219_KID_0', '260_219_KID_1', '260_219_KID_2']	18018	
233_singleHH	1	PRE	[233]	[]	20619	
172_singleHH	1	PRE	[172]	[]	11997	
500_singleHH	1	PRE	[500]	[]	3197	
11_singleHH	1	PRE	[11]	[]	15556	
440_415	2	PRE	[440, 415]	['440_415_KID_0', '440_415_KID_1', '440_415_KID_2']	6240	
303_singleHH	1	PRE	[303]	[]	17119	
27_8	2	PRE	[27, 8]	['27_8_KID_0', '27_8_KID_1']	9539	
185_singleHH	1	PRE	[185]	[]	5012	
642_singleHH	1	PRE	[642]	[]	6720	
499_singleHH	1	PRE	[499]	[]	14703	
454_singleHH	1	PRE	[454]	[]	999999999	
372_singleHH	1	PRE	[372]	[]	14942	
531_singleHH	1	PRE	[531]	[]	15087	
348_singleHH	1	PRE	[348]	[]	19630	
23_3	2	PRE	[23, 3]	[]	20978	
569_558	2	PRE	[569, 558]	['569_558_KID_0', '569_558_KID_1', '569_558_KID_2', '569_558_KID_3']	17056	
516_singleHH	1	PRE	[516]	[]	999999999	
167_singleHH	1	PRE	[167]	[]	7596	
436_singleHH	1	PRE	[436]	[]	4832	
389_singleHH	1	PRE	[389]	[]	8407	
652_636	2	PRE	[652, 636]	[]	3597	
149_singleHH	1	PRE	[149]	[]	3850	
662_singleHH	1	PRE	[662]	[]	20344	
554_singleHH	1	PRE	[554]	[]	12096	
125_singleHH	1	PRE	[125]	[]	14010	
524_singleHH	1	PRE	[524]	[]	15188	
121_singleHH	1	PRE	[121]	[]	999999999	
552_549	2	PRE	[552, 549]	['552_549_KID_0', '552_549_KID_1', '552_549_KID_2']	4552	
41_singleHH	1	PRE	[41]	[]	7941	
164_singleHH	1	PRE	[164]	[]	20296	
42_13	2	PRE	[42, 13]	['42_13_KID_0']	1635	
31_singleHH	1	PRE	[31]	[]	13119	
20_singleHH	1	PRE	[20]	[]	999999999	
5_0	2	PRE	[5, 0]	['5_0_KID_0', '5_0_KID_1', '5_0_KID_2', '5_0_KID_3']	16078	
573_559	2	PRE	[573, 559]	[]	16752	
179_singleHH	1	PRE	[179]	[]	6195	
38_singleHH	1	PRE	[38]	[]	999999999	
530_singleHH	1	PRE	[530]	[]	910	
523_singleHH	1	PRE	[523]	[]	20813	
382_singleHH	1	PRE	[382]	[]	20522	
18_singleHH	1	PRE	[18]	[]	10927	
534_singleHH	1	PRE	[534]	[]	999999999	
191_singleHH	1	PRE	[191]	[]	20251	
643_631	2	PRE	[643, 631]	[]	4506	
587_singleHH	1	PRE	[587]	[]	1049	
180_singleHH	1	PRE	[180]	[]	13087	
265_singleHH	1	PRE	[265]	[]	13962	
426_410	2	PRE	[426, 410]	[]	8014	
24_singleHH	1	PRE	[24]	[]	16499	
567_singleHH	1	PRE	[567]	[]	12466	
550_singleHH	1	PRE	[550]	[]	999999999	
439_singleHH	1	PRE	[439]	[]	14473	
285_277	2	PRE	[285, 277]	['285_277_KID_0', '285_277_KID_1', '285_277_KID_2']	15052	
289_singleHH	1	PRE	[289]	[]	999999999	
501_singleHH	1	PRE	[501]	[]	4217	
678_singleHH	1	PRE	[678]	[]	1018	
319_singleHH	1	PRE	[319]	[]	12655	
676_singleHH	1	PRE	[676]	[]	14418	
242_singleHH	1	PRE	[242]	[]	17541	
155_singleHH	1	PRE	[155]	[]	14921	
442_422	2	PRE	[442, 422]	[]	4305	
498_493	2	PRE	[498, 493]	[]	15439	
667_639	2	PRE	[667, 639]	['667_639_KID_0', '667_639_KID_1', '667_639_KID_2']	16268	
518_singleHH	1	PRE	[518]	[]	12027	
651_singleHH	1	PRE	[651]	[]	2247	
160_singleHH	1	PRE	[160]	[]	220	
305_singleHH	1	PRE	[305]	[]	999999999	
278_270	2	PRE	[278, 270]	['278_270_KID_0', '278_270_KID_1']	1278	
537_singleHH	1	PRE	[537]	[]	10162	
376_singleHH	1	PRE	[376]	[]	999999999	
103_83	2	PRE	[103, 83]	['103_83_KID_0', '103_83_KID_1', '103_83_KID_2']	15274	
26_singleHH	1	PRE	[26]	[]	18802	
433_singleHH	1	PRE	[433]	[]	5736	
296_singleHH	1	PRE	[296]	[]	8124	
25_7	2	PRE	[25, 7]	['25_7_KID_0', '25_7_KID_1', '25_7_KID_2']	3256	
300_singleHH	1	PRE	[300]	[]	8128	
505_492	2	PRE	[505, 492]	['505_492_KID_0', '505_492_KID_1', '505_492_KID_2', '505_492_KID_3']	4255	
526_singleHH	1	PRE	[526]	[]	11940	
383_singleHH	1	PRE	[383]	[]	6003	
644_singleHH	1	PRE	[644]	[]	999999999	
105_singleHH	1	PRE	[105]	[]	999999999	
536_singleHH	1	PRE	[536]	[]	999999999	
222_singleHH	1	PRE	[222]	[]	19993	
119_singleHH	1	PRE	[119]	[]	7975	
453_singleHH	1	PRE	[453]	[]	14715	
565_551	2	PRE	[565, 551]	['565_551_KID_0']	10196	
312_singleHH	1	PRE	[312]	[]	2838	
496_singleHH	1	PRE	[496]	[]	999999999	
450_singleHH	1	PRE	[450]	[]	13675	
259_singleHH	1	PRE	[259]	[]	1027	
431_411	2	PRE	[431, 411]	['431_411_KID_0', '431_411_KID_1', '431_411_KID_2', '431_411_KID_3']	11966	
253_singleHH	1	PRE	[253]	[]	4830	
448_singleHH	1	PRE	[448]	[]	20736	
254_singleHH	1	PRE	[254]	[]	14607	
249_singleHH	1	PRE	[249]	[]	12166	
563_singleHH	1	PRE	[563]	[]	16799	
47_singleHH	1	PRE	[47]	[]	8072	
96_85	2	PRE	[96, 85]	['96_85_KID_0', '96_85_KID_1', '96_85_KID_2']	11914	
396_singleHH	1	PRE	[396]	[]	763	
595_571	2	PRE	[595, 571]	['595_571_KID_0', '595_571_KID_1', '595_571_KID_2']	18149	
512_singleHH	1	PRE	[512]	[]	999999999	
232_singleHH	1	PRE	[232]	[]	17646	
528_singleHH	1	PRE	[528]	[]	875	
178_singleHH	1	PRE	[178]	[]	10788	
46_singleHH	1	PRE	[46]	[]	999999999	
532_singleHH	1	PRE	[532]	[]	5657	
81_singleHH	1	PRE	[81]	[]	999999999	
397_370	2	PRE	[397, 370]	['397_370_KID_0', '397_370_KID_1', '397_370_KID_2']	6463	
165_singleHH	1	PRE	[165]	[]	11746	
89_82	2	PRE	[89, 82]	['89_82_KID_0', '89_82_KID_1']	4553	
196_singleHH	1	PRE	[196]	[]	1056	
316_singleHH	1	PRE	[316]	[]	12117	
258_singleHH	1	PRE	[258]	[]	18317	
385_singleHH	1	PRE	[385]	[]	999999999	
381_singleHH	1	PRE	[381]	[]	999999999	
10_1	2	PRE	[10, 1]	['10_1_KID_0', '10_1_KID_1', '10_1_KID_2']	12727	
39_singleHH	1	PRE	[39]	[]	12633	
367_singleHH	1	PRE	[367]	[]	999999999	
104_singleHH	1	PRE	[104]	[]	9964	
156_150	2	PRE	[156, 150]	['156_150_KID_0']	17989	
437_420	2	PRE	[437, 420]	['437_420_KID_0', '437_420_KID_1', '437_420_KID_2', '437_420_KID_3']	14939	
88_singleHH	1	PRE	[88]	[]	15532	
195_singleHH	1	PRE	[195]	[]	16869	
535_singleHH	1	PRE	[535]	[]	9355	
390_singleHH	1	PRE	[390]	[]	13585	
183_singleHH	1	PRE	[183]	[]	3020	
658_singleHH	1	PRE	[658]	[]	14024	
314_singleHH	1	PRE	[314]	[]	14966	
675_singleHH	1	PRE	[675]	[]	7414	
100_singleHH	1	PRE	[100]	[]	11666	
295_singleHH	1	PRE	[295]	[]	10928	
217_singleHH	1	PRE	[217]	[]	999999999	
44_singleHH	1	PRE	[44]	[]	999999999	
86_79	2	PRE	[86, 79]	['86_79_KID_0', '86_79_KID_1', '86_79_KID_2']	3354	
318_singleHH	1	PRE	[318]	[]	20129	
598_singleHH	1	PRE	[598]	[]	4585	
230_singleHH	1	PRE	[230]	[]	3556	
157_singleHH	1	PRE	[157]	[]	1731	
391_singleHH	1	PRE	[391]	[]	13792	
181_singleHH	1	PRE	[181]	[]	3472	
1_4	2	PRE	[1, 4]	['1_4_KID_0', '1_4_KID_1', '1_4_KID_2']	17140	
250_singleHH	1	PRE	[250]	[]	16100	
306_280	2	PRE	[306, 280]	[]	15607	
365_singleHH	1	PRE	[365]	[]	999999999	
368_singleHH	1	PRE	[368]	[]	999999999	
503_singleHH	1	PRE	[503]	[]	18384	
589_557	2	PRE	[589, 557]	['589_557_KID_0', '589_557_KID_1', '589_557_KID_2', '589_557_KID_3']	18351	
579_singleHH	1	PRE	[579]	[]	14150	
158_151	2	PRE	[158, 151]	['158_151_KID_0', '158_151_KID_1', '158_151_KID_2', '158_151_KID_3']	7931	
302_singleHH	1	PRE	[302]	[]	11069	
590_singleHH	1	PRE	[590]	[]	7170	
299_278	2	PRE	[299, 278]	['299_278_KID_0', '299_278_KID_1', '299_278_KID_2', '299_278_KID_3']	15645	
16_singleHH	1	PRE	[16]	[]	13551	
255_singleHH	1	PRE	[255]	[]	999999999	
373_singleHH	1	PRE	[373]	[]	7208	
525_singleHH	1	PRE	[525]	[]	15849	
237_singleHH	1	PRE	[237]	[]	12135	
118_singleHH	1	PRE	[118]	[]	20146	
458_425	2	PRE	[458, 425]	['458_425_KID_0', '458_425_KID_1', '458_425_KID_2', '458_425_KID_3']	18348	
586_552	2	PRE	[586, 552]	['586_552_KID_0']	3910	
580_singleHH	1	PRE	[580]	[]	11654	
247_singleHH	1	PRE	[247]	[]	20323	
417_singleHH	1	PRE	[417]	[]	15732	
