HHID	HHType	HHFormedDate	adultNames	childNames	address	
PRE-2128_singleHH	1	PRE	['PRE-2128']	[]	17477	
PRE-2632_M_PRE-2633	2	PRE	['PRE-2632', 'PRE-2633']	['PRE-2632_M_PRE-2633_KID_0', 'PRE-2632_M_PRE-2633_KID_1']	20195	
PRE-2212_M_PRE-2213	2	PRE	['PRE-2212', 'PRE-2213']	[]	18974	
PRE-1510_singleHH	1	PRE	['PRE-1510']	[]	17957	
PRE-127_singleHH	1	PRE	['PRE-127']	[]	7267	
PRE-3883_singleHH	1	PRE	['PRE-3883']	[]	8357	
PRE-2115_M_PRE-2116	2	PRE	['PRE-2115', 'PRE-2116']	['PRE-2115_M_PRE-2116_KID_0', 'PRE-2115_M_PRE-2116_KID_1']	9490	
PRE-3302_singleHH	1	PRE	['PRE-3302']	['PRE-3302_singleHH_KID_0', 'PRE-3302_singleHH_KID_1', 'PRE-3302_singleHH_KID_2']	18609	
PRE-2106_M_PRE-2107	2	PRE	['PRE-2106', 'PRE-2107']	[]	13880	
PRE-397_singleHH	1	PRE	['PRE-397']	[]	15924	
PRE-821_M_PRE-822	2	PRE	['PRE-821', 'PRE-822']	[]	15111	
PRE-2676_M_PRE-2677	2	PRE	['PRE-2676', 'PRE-2677']	[]	18448	
PRE-1252_singleHH	1	PRE	['PRE-1252']	[]	9223	
PRE-544_singleHH	1	PRE	['PRE-544']	[]	8696	
PRE-4203_M_PRE-4204	2	PRE	['PRE-4203', 'PRE-4204']	[]	3432	
PRE-1894_singleHH	1	PRE	['PRE-1894']	[]	15445	
PRE-3799_singleHH	1	PRE	['PRE-3799']	[]	20579	
PRE-2506_singleHH	1	PRE	['PRE-2506']	[]	10270	
PRE-3563_singleHH	1	PRE	['PRE-3563']	['PRE-3563_singleHH_KID_0', 'PRE-3563_singleHH_KID_1']	2230	
PRE-815_singleHH	1	PRE	['PRE-815']	[]	452	
PRE-4368_singleHH	1	PRE	['PRE-4368']	['PRE-4368_singleHH_KID_0', 'PRE-4368_singleHH_KID_1', 'PRE-4368_singleHH_KID_2', 'PRE-4368_singleHH_KID_3']	5730	
PRE-1641_singleHH	1	PRE	['PRE-1641']	[]	19964	
PRE-2528_singleHH	1	PRE	['PRE-2528']	[]	15573	
PRE-2101_singleHH	1	PRE	['PRE-2101']	[]	16203	
PRE-441_singleHH	1	PRE	['PRE-441']	[]	8269	
PRE-1439_M_PRE-1440	2	PRE	['PRE-1439', 'PRE-1440']	[]	12361	
PRE-1807_singleHH	1	PRE	['PRE-1807']	[]	4928	
PRE-1203_M_PRE-1204	2	PRE	['PRE-1203', 'PRE-1204']	[]	18018	
PRE-1137_singleHH	1	PRE	['PRE-1137']	[]	20263	
PRE-4092_singleHH	1	PRE	['PRE-4092']	['PRE-4092_singleHH_KID_0', 'PRE-4092_singleHH_KID_1']	18995	
PRE-1008_M_PRE-1009	2	PRE	['PRE-1008', 'PRE-1009']	[]	5063	
PRE-1598_M_PRE-1599	2	PRE	['PRE-1598', 'PRE-1599']	[]	13742	
PRE-1207_singleHH	1	PRE	['PRE-1207']	[]	19995	
PRE-1229_singleHH	1	PRE	['PRE-1229']	[]	999999999	
PRE-3819_M_PRE-3820	2	PRE	['PRE-3819', 'PRE-3820']	[]	12411	
PRE-2595_singleHH	1	PRE	['PRE-2595']	[]	9284	
PRE-1550_singleHH	1	PRE	['PRE-1550']	[]	11082	
PRE-3350_singleHH	1	PRE	['PRE-3350']	[]	16371	
PRE-2081_singleHH	1	PRE	['PRE-2081']	[]	6240	
PRE-1171_singleHH	1	PRE	['PRE-1171']	['PRE-1171_singleHH_KID_0', 'PRE-1171_singleHH_KID_1']	13405	
PRE-2644_singleHH	1	PRE	['PRE-2644']	[]	14801	
PRE-2608_singleHH	1	PRE	['PRE-2608']	[]	11506	
PRE-3465_singleHH	1	PRE	['PRE-3465']	[]	7228	
PRE-1654_M_PRE-1655	2	PRE	['PRE-1654', 'PRE-1655']	[]	9539	
PRE-944_M_PRE-945	2	PRE	['PRE-944', 'PRE-945']	[]	1556	
PRE-274_singleHH	1	PRE	['PRE-274']	[]	10097	
PRE-2788_M_PRE-2789	2	PRE	['PRE-2788', 'PRE-2789']	[]	20978	
PRE-3329_singleHH	1	PRE	['PRE-3329']	[]	15994	
PRE-2517_M_PRE-2518	2	PRE	['PRE-2517', 'PRE-2518']	['PRE-2517_M_PRE-2518_KID_0', 'PRE-2517_M_PRE-2518_KID_1']	19660	
PRE-3239_singleHH	1	PRE	['PRE-3239']	[]	4768	
PRE-3875_singleHH	1	PRE	['PRE-3875']	[]	17056	
PRE-2377_M_PRE-2378	2	PRE	['PRE-2377', 'PRE-2378']	[]	17291	
PRE-1541_M_PRE-1542	2	PRE	['PRE-1541', 'PRE-1542']	['PRE-1541_M_PRE-1542_KID_0']	8002	
PRE-295_M_PRE-296	2	PRE	['PRE-295', 'PRE-296']	[]	7596	
PRE-61_singleHH	1	PRE	['PRE-61']	[]	6115	
PRE-1240_singleHH	1	PRE	['PRE-1240']	[]	10985	
PRE-1074_singleHH	1	PRE	['PRE-1074']	[]	11997	
PRE-3715_singleHH	1	PRE	['PRE-3715']	[]	3824	
