HHID	HHType	HHFormedDate	adultNames	childNames	address	
PRE-3241_singleHH	1	PRE	['PRE-3241']	['PRE-3241_singleHH_KID_0', 'PRE-3241_singleHH_KID_1', 'PRE-3241_singleHH_KID_2', 'PRE-3241_singleHH_KID_3']	20195	
PRE-2212_M_PRE-2213	2	PRE	['PRE-2212', 'PRE-2213']	['PRE-2212_M_PRE-2213_KID_0']	18974	
PRE-127_singleHH	1	PRE	['PRE-127']	['PRE-127_singleHH_KID_0', 'PRE-127_singleHH_KID_1', 'PRE-127_singleHH_KID_2', 'PRE-127_singleHH_KID_3']	18609	
PRE-4201_M_PRE-4202	2	PRE	['PRE-4201', 'PRE-4202']	[]	17477	
PRE-1598_singleHH	1	PRE	['PRE-1598']	[]	17957	
PRE-1805_singleHH	1	PRE	['PRE-1805']	['PRE-1805_singleHH_KID_0', 'PRE-1805_singleHH_KID_1']	8696	
PRE-4203_M_PRE-4204	2	PRE	['PRE-4203', 'PRE-4204']	['PRE-4203_M_PRE-4204_KID_0', 'PRE-4203_M_PRE-4204_KID_1', 'PRE-4203_M_PRE-4204_KID_2', 'PRE-4203_M_PRE-4204_KID_3']	9490	
PRE-2782_M_PRE-2783	2	PRE	['PRE-2782', 'PRE-2783']	['PRE-2782_M_PRE-2783_KID_0', 'PRE-2782_M_PRE-2783_KID_1']	13880	
PRE-2506_singleHH	1	PRE	['PRE-2506']	['PRE-2506_singleHH_KID_0']	15445	
PRE-3563_singleHH	1	PRE	['PRE-3563']	['PRE-3563_singleHH_KID_0']	452	
PRE-4368_singleHH	1	PRE	['PRE-4368']	['PRE-4368_singleHH_KID_0', 'PRE-4368_singleHH_KID_1', 'PRE-4368_singleHH_KID_2']	5730	
PRE-4182_M_PRE-4183	2	PRE	['PRE-4182', 'PRE-4183']	['PRE-4182_M_PRE-4183_KID_0', 'PRE-4182_M_PRE-4183_KID_1', 'PRE-4182_M_PRE-4183_KID_2']	18448	
PRE-841_singleHH	1	PRE	['PRE-841']	['PRE-841_singleHH_KID_0', 'PRE-841_singleHH_KID_1']	15111	
PRE-4893_singleHH	1	PRE	['PRE-4893']	['PRE-4893_singleHH_KID_0', 'PRE-4893_singleHH_KID_1', 'PRE-4893_singleHH_KID_2', 'PRE-4893_singleHH_KID_3']	4928	
PRE-1486_singleHH	1	PRE	['PRE-1486']	['PRE-1486_singleHH_KID_0', 'PRE-1486_singleHH_KID_1', 'PRE-1486_singleHH_KID_2']	18995	
PRE-894_M_PRE-895	2	PRE	['PRE-894', 'PRE-895']	['PRE-894_M_PRE-895_KID_0', 'PRE-894_M_PRE-895_KID_1']	20579	
PRE-3572_M_PRE-3573	2	PRE	['PRE-3572', 'PRE-3573']	['PRE-3572_M_PRE-3573_KID_0', 'PRE-3572_M_PRE-3573_KID_1', 'PRE-3572_M_PRE-3573_KID_2', 'PRE-3572_M_PRE-3573_KID_3']	3432	
PRE-1211_singleHH	1	PRE	['PRE-1211']	['PRE-1211_singleHH_KID_0']	7267	
PRE-2115_M_PRE-2116	2	PRE	['PRE-2115', 'PRE-2116']	['PRE-2115_M_PRE-2116_KID_0', 'PRE-2115_M_PRE-2116_KID_1', 'PRE-2115_M_PRE-2116_KID_2', 'PRE-2115_M_PRE-2116_KID_3']	10270	
PRE-1229_singleHH	1	PRE	['PRE-1229']	['PRE-1229_singleHH_KID_0', 'PRE-1229_singleHH_KID_1', 'PRE-1229_singleHH_KID_2', 'PRE-1229_singleHH_KID_3']	8357	
PRE-3195_singleHH	1	PRE	['PRE-3195']	['PRE-3195_singleHH_KID_0']	15924	
PRE-1550_singleHH	1	PRE	['PRE-1550']	['PRE-1550_singleHH_KID_0', 'PRE-1550_singleHH_KID_1', 'PRE-1550_singleHH_KID_2', 'PRE-1550_singleHH_KID_3']	12361	
PRE-104_singleHH	1	PRE	['PRE-104']	[]	9223	
PRE-2608_singleHH	1	PRE	['PRE-2608']	['PRE-2608_singleHH_KID_0', 'PRE-2608_singleHH_KID_1']	18018	
PRE-274_singleHH	1	PRE	['PRE-274']	['PRE-274_singleHH_KID_0']	11082	
PRE-4843_singleHH	1	PRE	['PRE-4843']	['PRE-4843_singleHH_KID_0', 'PRE-4843_singleHH_KID_1', 'PRE-4843_singleHH_KID_2', 'PRE-4843_singleHH_KID_3']	10097	
PRE-1179_singleHH	1	PRE	['PRE-1179']	['PRE-1179_singleHH_KID_0', 'PRE-1179_singleHH_KID_1']	6240	
PRE-4596_singleHH	1	PRE	['PRE-4596']	['PRE-4596_singleHH_KID_0', 'PRE-4596_singleHH_KID_1', 'PRE-4596_singleHH_KID_2']	10985	
PRE-3488_singleHH	1	PRE	['PRE-3488']	[]	2230	
PRE-2611_M_PRE-2612	2	PRE	['PRE-2611', 'PRE-2612']	['PRE-2611_M_PRE-2612_KID_0', 'PRE-2611_M_PRE-2612_KID_1', 'PRE-2611_M_PRE-2612_KID_2']	8269	
PRE-3463_singleHH	1	PRE	['PRE-3463']	[]	5063	
PRE-1571_singleHH	1	PRE	['PRE-1571']	['PRE-1571_singleHH_KID_0', 'PRE-1571_singleHH_KID_1']	19964	
PRE-3158_M_PRE-3159	2	PRE	['PRE-3158', 'PRE-3159']	['PRE-3158_M_PRE-3159_KID_0', 'PRE-3158_M_PRE-3159_KID_1']	13742	
PRE-4406_singleHH	1	PRE	['PRE-4406']	['PRE-4406_singleHH_KID_0', 'PRE-4406_singleHH_KID_1', 'PRE-4406_singleHH_KID_2']	9539	
PRE-3140_singleHH	1	PRE	['PRE-3140']	['PRE-3140_singleHH_KID_0', 'PRE-3140_singleHH_KID_1', 'PRE-3140_singleHH_KID_2', 'PRE-3140_singleHH_KID_3']	3824	
PRE-4671_singleHH	1	PRE	['PRE-4671']	['PRE-4671_singleHH_KID_0', 'PRE-4671_singleHH_KID_1', 'PRE-4671_singleHH_KID_2']	20978	
PRE-171_singleHH	1	PRE	['PRE-171']	['PRE-171_singleHH_KID_0', 'PRE-171_singleHH_KID_1']	12411	
PRE-2384_singleHH	1	PRE	['PRE-2384']	['PRE-2384_singleHH_KID_0', 'PRE-2384_singleHH_KID_1', 'PRE-2384_singleHH_KID_2']	17056	
PRE-2181_singleHH	1	PRE	['PRE-2181']	['PRE-2181_singleHH_KID_0', 'PRE-2181_singleHH_KID_1', 'PRE-2181_singleHH_KID_2']	15573	
PRE-4032_M_PRE-4033	2	PRE	['PRE-4032', 'PRE-4033']	[]	16371	
PRE-2689_singleHH	1	PRE	['PRE-2689']	[]	16203	
