HHID	HHType	HHFormedDate	adultNames	childNames	address	
647_singleHH	1	PRE	[647]	[]	17477	
0_8	2	PRE	[0, 8]	['0_8_KID_0', '0_8_KID_1', '0_8_KID_2']	17957	
227_singleHH	1	PRE	[227]	[]	999999999	
375_339	2	PRE	[375, 339]	['375_339_KID_0', '375_339_KID_1']	9490	
296_268	2	PRE	[296, 268]	['296_268_KID_0', '296_268_KID_1']	20195	
228_singleHH	1	PRE	[228]	[]	8696	
470_singleHH	1	PRE	[470]	[]	15445	
86_singleHH	1	PRE	[86]	[]	452	
360_singleHH	1	PRE	[360]	[]	5730	
89_singleHH	1	PRE	[89]	[]	7267	
14_singleHH	1	PRE	[14]	[]	8357	
239_singleHH	1	PRE	[239]	[]	4928	
28_singleHH	1	PRE	[28]	[]	18995	
632_612	2	PRE	[632, 612]	['632_612_KID_0', '632_612_KID_1', '632_612_KID_2']	18974	
115_68	2	PRE	[115, 68]	['115_68_KID_0', '115_68_KID_1']	18448	
163_singleHH	1	PRE	[163]	[]	15924	
98_singleHH	1	PRE	[98]	[]	999999999	
215_singleHH	1	PRE	[215]	[]	20579	
430_singleHH	1	PRE	[430]	[]	9223	
287_266	2	PRE	[287, 266]	['287_266_KID_0']	10270	
47_singleHH	1	PRE	[47]	[]	11082	
77_singleHH	1	PRE	[77]	[]	19964	
634_singleHH	1	PRE	[634]	[]	2230	
73_singleHH	1	PRE	[73]	[]	10097	
424_singleHH	1	PRE	[424]	[]	10985	
4_11	2	PRE	[4, 11]	[]	18609	
481_singleHH	1	PRE	[481]	[]	15573	
10_singleHH	1	PRE	[10]	[]	999999999	
159_singleHH	1	PRE	[159]	[]	8269	
387_singleHH	1	PRE	[387]	[]	5063	
559_singleHH	1	PRE	[559]	[]	999999999	
174_singleHH	1	PRE	[174]	[]	16203	
235_singleHH	1	PRE	[235]	[]	20263	
265_269	2	PRE	[265, 269]	['265_269_KID_0', '265_269_KID_1']	13742	
496_468	2	PRE	[496, 468]	['496_468_KID_0', '496_468_KID_1', '496_468_KID_2', '496_468_KID_3']	12411	
581_547	2	PRE	[581, 547]	['581_547_KID_0', '581_547_KID_1', '581_547_KID_2']	16371	
586_singleHH	1	PRE	[586]	[]	13405	
223_singleHH	1	PRE	[223]	[]	19995	
446_singleHH	1	PRE	[446]	[]	999999999	
343_singleHH	1	PRE	[343]	[]	3824	
464_singleHH	1	PRE	[464]	[]	999999999	
354_singleHH	1	PRE	[354]	[]	14801	
485_singleHH	1	PRE	[485]	[]	11506	
288_267	2	PRE	[288, 267]	[]	13880	
177_singleHH	1	PRE	[177]	[]	2913	
642_608	2	PRE	[642, 608]	['642_608_KID_0']	15111	
241_singleHH	1	PRE	[241]	[]	7228	
311_singleHH	1	PRE	[311]	[]	9284	
502_singleHH	1	PRE	[502]	[]	19660	
273_270	2	PRE	[273, 270]	['273_270_KID_0', '273_270_KID_1']	3432	
443_singleHH	1	PRE	[443]	[]	4768	
42_singleHH	1	PRE	[42]	[]	999999999	
566_singleHH	1	PRE	[566]	[]	8002	
156_singleHH	1	PRE	[156]	[]	268	
95_singleHH	1	PRE	[95]	[]	17621	
307_singleHH	1	PRE	[307]	[]	1556	
570_singleHH	1	PRE	[570]	[]	15994	
21_singleHH	1	PRE	[21]	[]	17291	
404_singleHH	1	PRE	[404]	[]	11997	
99_singleHH	1	PRE	[99]	[]	3197	
30_singleHH	1	PRE	[30]	[]	999999999	
162_singleHH	1	PRE	[162]	[]	14703	
558_singleHH	1	PRE	[558]	[]	14942	
150_singleHH	1	PRE	[150]	[]	6115	
292_singleHH	1	PRE	[292]	[]	15556	
584_singleHH	1	PRE	[584]	[]	15087	
573_singleHH	1	PRE	[573]	[]	19630	
648_singleHH	1	PRE	[648]	[]	3588	
230_211	2	PRE	[230, 211]	[]	4832	
281_singleHH	1	PRE	[281]	[]	20285	
113_69	2	PRE	[113, 69]	['113_69_KID_0', '113_69_KID_1', '113_69_KID_2', '113_69_KID_3']	12361	
585_singleHH	1	PRE	[585]	[]	14546	
140_singleHH	1	PRE	[140]	[]	17119	
280_265	2	PRE	[280, 265]	['280_265_KID_0']	14010	
357_singleHH	1	PRE	[357]	[]	18018	
166_singleHH	1	PRE	[166]	[]	7941	
438_singleHH	1	PRE	[438]	[]	2783	
293_singleHH	1	PRE	[293]	[]	1635	
278_singleHH	1	PRE	[278]	[]	999999999	
