HHID	HHType	HHFormedDate	adultNames	childNames	address	
616_587	2	PRE	[616, 587]	['616_587_KID_0']	17477	
266_singleHH	1	PRE	[266]	[]	20195	
262_singleHH	1	PRE	[262]	[]	8696	
227_singleHH	1	PRE	[227]	[]	15445	
280_singleHH	1	PRE	[280]	[]	17957	
418_381	2	PRE	[418, 381]	['418_381_KID_0', '418_381_KID_1']	18974	
228_singleHH	1	PRE	[228]	[]	7267	
470_singleHH	1	PRE	[470]	[]	452	
553_singleHH	1	PRE	[553]	[]	8357	
86_singleHH	1	PRE	[86]	[]	9490	
360_singleHH	1	PRE	[360]	[]	15924	
630_singleHH	1	PRE	[630]	[]	18448	
219_singleHH	1	PRE	[219]	[]	5730	
14_singleHH	1	PRE	[14]	[]	999999999	
95_68	2	PRE	[95, 68]	[]	18609	
351_singleHH	1	PRE	[351]	[]	4928	
168_singleHH	1	PRE	[168]	[]	9223	
607_singleHH	1	PRE	[607]	[]	13880	
614_singleHH	1	PRE	[614]	[]	999999999	
98_singleHH	1	PRE	[98]	[]	20579	
296_singleHH	1	PRE	[296]	[]	19964	
129_singleHH	1	PRE	[129]	[]	15573	
215_singleHH	1	PRE	[215]	[]	10270	
336_singleHH	1	PRE	[336]	[]	18995	
173_singleHH	1	PRE	[173]	[]	11082	
47_singleHH	1	PRE	[47]	[]	999999999	
77_singleHH	1	PRE	[77]	[]	2230	
282_singleHH	1	PRE	[282]	[]	16203	
424_singleHH	1	PRE	[424]	[]	8269	
388_singleHH	1	PRE	[388]	[]	10097	
463_458	2	PRE	[463, 458]	['463_458_KID_0', '463_458_KID_1', '463_458_KID_2']	15111	
397_singleHH	1	PRE	[397]	[]	20263	
481_singleHH	1	PRE	[481]	[]	999999999	
190_188	2	PRE	[190, 188]	['190_188_KID_0', '190_188_KID_1', '190_188_KID_2']	3432	
159_singleHH	1	PRE	[159]	[]	999999999	
387_singleHH	1	PRE	[387]	[]	999999999	
559_singleHH	1	PRE	[559]	[]	19995	
327_singleHH	1	PRE	[327]	[]	9284	
393_singleHH	1	PRE	[393]	[]	1556	
406_singleHH	1	PRE	[406]	[]	999999999	
174_singleHH	1	PRE	[174]	[]	5063	
395_singleHH	1	PRE	[395]	[]	15994	
235_singleHH	1	PRE	[235]	[]	13742	
409_singleHH	1	PRE	[409]	[]	17291	
223_singleHH	1	PRE	[223]	[]	6115	
343_singleHH	1	PRE	[343]	[]	999999999	
32_singleHH	1	PRE	[32]	[]	999999999	
42_singleHH	1	PRE	[42]	[]	3588	
546_singleHH	1	PRE	[546]	[]	999999999	
156_singleHH	1	PRE	[156]	[]	999999999	
539_singleHH	1	PRE	[539]	[]	999999999	
21_singleHH	1	PRE	[21]	[]	12411	
404_singleHH	1	PRE	[404]	[]	16371	
99_singleHH	1	PRE	[99]	[]	10985	
361_singleHH	1	PRE	[361]	[]	20285	
329_singleHH	1	PRE	[329]	[]	14546	
162_singleHH	1	PRE	[162]	[]	999999999	
150_singleHH	1	PRE	[150]	[]	3824	
292_singleHH	1	PRE	[292]	[]	13405	
402_singleHH	1	PRE	[402]	[]	14801	
584_singleHH	1	PRE	[584]	[]	999999999	
37_singleHH	1	PRE	[37]	[]	2913	
631_588	2	PRE	[631, 588]	['631_588_KID_0', '631_588_KID_1']	11506	
281_singleHH	1	PRE	[281]	[]	2783	
332_singleHH	1	PRE	[332]	[]	7228	
357_singleHH	1	PRE	[357]	[]	19660	
166_singleHH	1	PRE	[166]	[]	4768	
293_singleHH	1	PRE	[293]	[]	999999999	
339_319	2	PRE	[339, 319]	['339_319_KID_0', '339_319_KID_1']	8002	
204_singleHH	1	PRE	[204]	[]	999999999	
346_singleHH	1	PRE	[346]	[]	268	
356_singleHH	1	PRE	[356]	[]	999999999	
484_singleHH	1	PRE	[484]	[]	11997	
226_singleHH	1	PRE	[226]	[]	10854	
557_522	2	PRE	[557, 522]	['557_522_KID_0']	12361	
30_singleHH	1	PRE	[30]	[]	8779	
6_0	2	PRE	[6, 0]	[]	18018	
350_singleHH	1	PRE	[350]	[]	3197	
408_singleHH	1	PRE	[408]	[]	5346	
236_singleHH	1	PRE	[236]	[]	5222	
394_380	2	PRE	[394, 380]	['394_380_KID_0', '394_380_KID_1']	6240	
487_singleHH	1	PRE	[487]	[]	3177	
488_singleHH	1	PRE	[488]	[]	17621	
633_590	2	PRE	[633, 590]	['633_590_KID_0']	14703	
172_singleHH	1	PRE	[172]	[]	10968	
12_singleHH	1	PRE	[12]	[]	20619	
11_singleHH	1	PRE	[11]	[]	5012	
132_singleHH	1	PRE	[132]	[]	14942	
