HHID	HHType	HHFormedDate	adultNames	childNames	address	
PRE-3474_M_PRE-3475	2	PRE	['PRE-3474', 'PRE-3475']	['PRE-3474_M_PRE-3475_KID_0', 'PRE-3474_M_PRE-3475_KID_1']	17477	
PRE-2676_M_PRE-2677	2	PRE	['PRE-2676', 'PRE-2677']	['PRE-2676_M_PRE-2677_KID_0', 'PRE-2676_M_PRE-2677_KID_1']	20195	
PRE-1385_singleHH	1	PRE	['PRE-1385']	['PRE-1385_singleHH_KID_0', 'PRE-1385_singleHH_KID_1']	8696	
PRE-1894_singleHH	1	PRE	['PRE-1894']	[]	7267	
PRE-563_singleHH	1	PRE	['PRE-563']	['PRE-563_singleHH_KID_0']	17957	
PRE-975_singleHH	1	PRE	['PRE-975']	['PRE-975_singleHH_KID_0', 'PRE-975_singleHH_KID_1']	18974	
PRE-3044_M_PRE-3045	2	PRE	['PRE-3044', 'PRE-3045']	[]	9490	
PRE-4582_M_PRE-4583	2	PRE	['PRE-4582', 'PRE-4583']	['PRE-4582_M_PRE-4583_KID_0', 'PRE-4582_M_PRE-4583_KID_1', 'PRE-4582_M_PRE-4583_KID_2']	18609	
PRE-72_singleHH	1	PRE	['PRE-72']	[]	8357	
PRE-1807_singleHH	1	PRE	['PRE-1807']	[]	15924	
PRE-78_M_PRE-79	2	PRE	['PRE-78', 'PRE-79']	[]	15445	
PRE-2289_singleHH	1	PRE	['PRE-2289']	['PRE-2289_singleHH_KID_0', 'PRE-2289_singleHH_KID_1']	13880	
PRE-178_M_PRE-179	2	PRE	['PRE-178', 'PRE-179']	['PRE-178_M_PRE-179_KID_0']	18448	
PRE-1076_singleHH	1	PRE	['PRE-1076']	['PRE-1076_singleHH_KID_0', 'PRE-1076_singleHH_KID_1', 'PRE-1076_singleHH_KID_2', 'PRE-1076_singleHH_KID_3']	15111	
PRE-2152_singleHH	1	PRE	['PRE-2152']	['PRE-2152_singleHH_KID_0', 'PRE-2152_singleHH_KID_1', 'PRE-2152_singleHH_KID_2', 'PRE-2152_singleHH_KID_3']	20579	
PRE-4899_singleHH	1	PRE	['PRE-4899']	['PRE-4899_singleHH_KID_0']	3432	
PRE-4994_M_PRE-4995	2	PRE	['PRE-4994', 'PRE-4995']	['PRE-4994_M_PRE-4995_KID_0', 'PRE-4994_M_PRE-4995_KID_1', 'PRE-4994_M_PRE-4995_KID_2', 'PRE-4994_M_PRE-4995_KID_3']	10270	
PRE-1654_M_PRE-1655	2	PRE	['PRE-1654', 'PRE-1655']	[]	2230	
PRE-1716_singleHH	1	PRE	['PRE-1716']	['PRE-1716_singleHH_KID_0', 'PRE-1716_singleHH_KID_1', 'PRE-1716_singleHH_KID_2']	8269	
PRE-1187_singleHH	1	PRE	['PRE-1187']	['PRE-1187_singleHH_KID_0']	452	
PRE-3875_singleHH	1	PRE	['PRE-3875']	[]	5063	
PRE-1541_M_PRE-1542	2	PRE	['PRE-1541', 'PRE-1542']	[]	12361	
PRE-61_singleHH	1	PRE	['PRE-61']	['PRE-61_singleHH_KID_0']	13742	
PRE-2471_M_PRE-2472	2	PRE	['PRE-2471', 'PRE-2472']	['PRE-2471_M_PRE-2472_KID_0', 'PRE-2471_M_PRE-2472_KID_1']	12411	
PRE-3280_singleHH	1	PRE	['PRE-3280']	['PRE-3280_singleHH_KID_0', 'PRE-3280_singleHH_KID_1', 'PRE-3280_singleHH_KID_2']	5730	
PRE-2134_M_PRE-2135	2	PRE	['PRE-2134', 'PRE-2135']	['PRE-2134_M_PRE-2135_KID_0', 'PRE-2134_M_PRE-2135_KID_1']	18018	
PRE-3801_M_PRE-3802	2	PRE	['PRE-3801', 'PRE-3802']	['PRE-3801_M_PRE-3802_KID_0', 'PRE-3801_M_PRE-3802_KID_1', 'PRE-3801_M_PRE-3802_KID_2', 'PRE-3801_M_PRE-3802_KID_3']	6240	
PRE-3463_singleHH	1	PRE	['PRE-3463']	[]	9223	
PRE-675_M_PRE-676	2	PRE	['PRE-675', 'PRE-676']	['PRE-675_M_PRE-676_KID_0', 'PRE-675_M_PRE-676_KID_1']	16371	
PRE-1166_singleHH	1	PRE	['PRE-1166']	['PRE-1166_singleHH_KID_0', 'PRE-1166_singleHH_KID_1', 'PRE-1166_singleHH_KID_2']	9539	
PRE-2499_singleHH	1	PRE	['PRE-2499']	['PRE-2499_singleHH_KID_0']	20978	
PRE-4671_singleHH	1	PRE	['PRE-4671']	[]	13405	
PRE-171_singleHH	1	PRE	['PRE-171']	['PRE-171_singleHH_KID_0', 'PRE-171_singleHH_KID_1']	17056	
PRE-2716_M_PRE-2717	2	PRE	['PRE-2716', 'PRE-2717']	['PRE-2716_M_PRE-2717_KID_0', 'PRE-2716_M_PRE-2717_KID_1', 'PRE-2716_M_PRE-2717_KID_2', 'PRE-2716_M_PRE-2717_KID_3']	7596	
PRE-4439_singleHH	1	PRE	['PRE-4439']	['PRE-4439_singleHH_KID_0', 'PRE-4439_singleHH_KID_1']	19964	
PRE-3158_singleHH	1	PRE	['PRE-3158']	['PRE-3158_singleHH_KID_0', 'PRE-3158_singleHH_KID_1', 'PRE-3158_singleHH_KID_2']	4928	
PRE-4478_M_PRE-4479	2	PRE	['PRE-4478', 'PRE-4479']	[]	14801	
PRE-4093_singleHH	1	PRE	['PRE-4093']	['PRE-4093_singleHH_KID_0', 'PRE-4093_singleHH_KID_1']	18995	
PRE-280_singleHH	1	PRE	['PRE-280']	['PRE-280_singleHH_KID_0', 'PRE-280_singleHH_KID_1', 'PRE-280_singleHH_KID_2', 'PRE-280_singleHH_KID_3']	11506	
PRE-660_singleHH	1	PRE	['PRE-660']	['PRE-660_singleHH_KID_0', 'PRE-660_singleHH_KID_1', 'PRE-660_singleHH_KID_2']	11082	
PRE-262_singleHH	1	PRE	['PRE-262']	['PRE-262_singleHH_KID_0', 'PRE-262_singleHH_KID_1']	15573	
PRE-2378_singleHH	1	PRE	['PRE-2378']	['PRE-2378_singleHH_KID_0', 'PRE-2378_singleHH_KID_1', 'PRE-2378_singleHH_KID_2']	10097	
PRE-2687_M_PRE-2688	2	PRE	['PRE-2687', 'PRE-2688']	['PRE-2687_M_PRE-2688_KID_0']	7228	
PRE-3942_singleHH	1	PRE	['PRE-3942']	['PRE-3942_singleHH_KID_0']	10985	
PRE-2787_M_PRE-2788	2	PRE	['PRE-2787', 'PRE-2788']	['PRE-2787_M_PRE-2788_KID_0']	3597	
PRE-311_singleHH	1	PRE	['PRE-311']	[]	3824	
PRE-1095_singleHH	1	PRE	['PRE-1095']	['PRE-1095_singleHH_KID_0']	4552	
PRE-1102_singleHH	1	PRE	['PRE-1102']	[]	16203	
PRE-928_singleHH	1	PRE	['PRE-928']	['PRE-928_singleHH_KID_0', 'PRE-928_singleHH_KID_1', 'PRE-928_singleHH_KID_2', 'PRE-928_singleHH_KID_3']	20251	
PRE-3178_singleHH	1	PRE	['PRE-3178']	[]	19660	
PRE-3559_singleHH	1	PRE	['PRE-3559']	[]	20263	
PRE-4142_singleHH	1	PRE	['PRE-4142']	['PRE-4142_singleHH_KID_0', 'PRE-4142_singleHH_KID_1', 'PRE-4142_singleHH_KID_2', 'PRE-4142_singleHH_KID_3']	4768	
PRE-4562_singleHH	1	PRE	['PRE-4562']	['PRE-4562_singleHH_KID_0', 'PRE-4562_singleHH_KID_1', 'PRE-4562_singleHH_KID_2', 'PRE-4562_singleHH_KID_3']	2913	
PRE-1997_singleHH	1	PRE	['PRE-1997']	['PRE-1997_singleHH_KID_0', 'PRE-1997_singleHH_KID_1', 'PRE-1997_singleHH_KID_2']	8002	
PRE-3615_singleHH	1	PRE	['PRE-3615']	['PRE-3615_singleHH_KID_0', 'PRE-3615_singleHH_KID_1']	11997	
PRE-1534_singleHH	1	PRE	['PRE-1534']	['PRE-1534_singleHH_KID_0', 'PRE-1534_singleHH_KID_1']	268	
PRE-4737_M_PRE-4738	2	PRE	['PRE-4737', 'PRE-4738']	['PRE-4737_M_PRE-4738_KID_0', 'PRE-4737_M_PRE-4738_KID_1']	3197	
PRE-4449_M_PRE-4450	2	PRE	['PRE-4449', 'PRE-4450']	['PRE-4449_M_PRE-4450_KID_0', 'PRE-4449_M_PRE-4450_KID_1']	8014	
PRE-384_singleHH	1	PRE	['PRE-384']	[]	19995	
PRE-2256_singleHH	1	PRE	['PRE-2256']	[]	9284	
PRE-4971_M_PRE-4972	2	PRE	['PRE-4971', 'PRE-4972']	['PRE-4971_M_PRE-4972_KID_0', 'PRE-4971_M_PRE-4972_KID_1', 'PRE-4971_M_PRE-4972_KID_2']	14703	
PRE-1779_singleHH	1	PRE	['PRE-1779']	['PRE-1779_singleHH_KID_0', 'PRE-1779_singleHH_KID_1', 'PRE-1779_singleHH_KID_2', 'PRE-1779_singleHH_KID_3']	12027	
PRE-3784_singleHH	1	PRE	['PRE-3784']	['PRE-3784_singleHH_KID_0']	14942	
PRE-1126_M_PRE-1127	2	PRE	['PRE-1126', 'PRE-1127']	[]	10196	
PRE-2669_singleHH	1	PRE	['PRE-2669']	['PRE-2669_singleHH_KID_0', 'PRE-2669_singleHH_KID_1']	15087	
PRE-4872_singleHH	1	PRE	['PRE-4872']	['PRE-4872_singleHH_KID_0']	18149	
PRE-230_singleHH	1	PRE	['PRE-230']	['PRE-230_singleHH_KID_0', 'PRE-230_singleHH_KID_1', 'PRE-230_singleHH_KID_2']	17646	
PRE-195_singleHH	1	PRE	['PRE-195']	['PRE-195_singleHH_KID_0', 'PRE-195_singleHH_KID_1']	17621	
PRE-1470_singleHH	1	PRE	['PRE-1470']	['PRE-1470_singleHH_KID_0', 'PRE-1470_singleHH_KID_1']	1556	
PRE-477_singleHH	1	PRE	['PRE-477']	['PRE-477_singleHH_KID_0']	15994	
PRE-227_M_PRE-228	2	PRE	['PRE-227', 'PRE-228']	['PRE-227_M_PRE-228_KID_0']	19630	
PRE-998_M_PRE-999	2	PRE	['PRE-998', 'PRE-999']	[]	6463	
PRE-4364_singleHH	1	PRE	['PRE-4364']	['PRE-4364_singleHH_KID_0', 'PRE-4364_singleHH_KID_1', 'PRE-4364_singleHH_KID_2']	4553	
PRE-4949_M_PRE-4950	2	PRE	['PRE-4949', 'PRE-4950']	['PRE-4949_M_PRE-4950_KID_0']	4832	
PRE-2459_M_PRE-2460	2	PRE	['PRE-2459', 'PRE-2460']	['PRE-2459_M_PRE-2460_KID_0', 'PRE-2459_M_PRE-2460_KID_1', 'PRE-2459_M_PRE-2460_KID_2', 'PRE-2459_M_PRE-2460_KID_3']	12727	
PRE-4137_M_PRE-4138	2	PRE	['PRE-4137', 'PRE-4138']	['PRE-4137_M_PRE-4138_KID_0', 'PRE-4137_M_PRE-4138_KID_1', 'PRE-4137_M_PRE-4138_KID_2']	14010	
PRE-756_M_PRE-757	2	PRE	['PRE-756', 'PRE-757']	['PRE-756_M_PRE-757_KID_0', 'PRE-756_M_PRE-757_KID_1', 'PRE-756_M_PRE-757_KID_2']	17989	
PRE-2162_singleHH	1	PRE	['PRE-2162']	['PRE-2162_singleHH_KID_0', 'PRE-2162_singleHH_KID_1', 'PRE-2162_singleHH_KID_2', 'PRE-2162_singleHH_KID_3']	15556	
PRE-174_M_PRE-175	2	PRE	['PRE-174', 'PRE-175']	['PRE-174_M_PRE-175_KID_0', 'PRE-174_M_PRE-175_KID_1']	7941	
PRE-2657_singleHH	1	PRE	['PRE-2657']	['PRE-2657_singleHH_KID_0']	13585	
PRE-2188_M_PRE-2189	2	PRE	['PRE-2188', 'PRE-2189']	['PRE-2188_M_PRE-2189_KID_0', 'PRE-2188_M_PRE-2189_KID_1', 'PRE-2188_M_PRE-2189_KID_2']	1635	
PRE-1932_singleHH	1	PRE	['PRE-1932']	['PRE-1932_singleHH_KID_0']	17291	
PRE-2104_singleHH	1	PRE	['PRE-2104']	['PRE-2104_singleHH_KID_0', 'PRE-2104_singleHH_KID_1', 'PRE-2104_singleHH_KID_2', 'PRE-2104_singleHH_KID_3']	16078	
PRE-1972_singleHH	1	PRE	['PRE-1972']	['PRE-1972_singleHH_KID_0', 'PRE-1972_singleHH_KID_1', 'PRE-1972_singleHH_KID_2', 'PRE-1972_singleHH_KID_3']	15645	
PRE-500_singleHH	1	PRE	['PRE-500']	['PRE-500_singleHH_KID_0']	16752	
PRE-3180_singleHH	1	PRE	['PRE-3180']	['PRE-3180_singleHH_KID_0', 'PRE-3180_singleHH_KID_1', 'PRE-3180_singleHH_KID_2', 'PRE-3180_singleHH_KID_3']	17119	
PRE-2520_singleHH	1	PRE	['PRE-2520']	['PRE-2520_singleHH_KID_0']	6195	
PRE-1539_M_PRE-1540	2	PRE	['PRE-1539', 'PRE-1540']	[]	20813	
