HHID	HHType	HHFormedDate	adultNames	childNames	address	
PRE-283_singleHH	1	PRE	['PRE-283']	[]	7267	
PRE-1998_singleHH	1	PRE	['PRE-1998']	[]	17477	
PRE-127_singleHH	1	PRE	['PRE-127']	[]	20195	
PRE-579_singleHH	1	PRE	['PRE-579']	['PRE-579_singleHH_KID_0', 'PRE-579_singleHH_KID_1', 'PRE-579_singleHH_KID_2', 'PRE-579_singleHH_KID_3']	18974	
PRE-178_M_PRE-179	2	PRE	['PRE-178', 'PRE-179']	['PRE-178_M_PRE-179_KID_0', 'PRE-178_M_PRE-179_KID_1']	17957	
PRE-3825_M_PRE-3826	2	PRE	['PRE-3825', 'PRE-3826']	[]	9490	
PRE-3898_singleHH	1	PRE	['PRE-3898']	[]	18448	
PRE-284_M_PRE-285	2	PRE	['PRE-284', 'PRE-285']	[]	8357	
PRE-4098_M_PRE-4099	2	PRE	['PRE-4098', 'PRE-4099']	['PRE-4098_M_PRE-4099_KID_0', 'PRE-4098_M_PRE-4099_KID_1', 'PRE-4098_M_PRE-4099_KID_2', 'PRE-4098_M_PRE-4099_KID_3']	20579	
PRE-4219_singleHH	1	PRE	['PRE-4219']	[]	18609	
PRE-2543_M_PRE-2544	2	PRE	['PRE-2543', 'PRE-2544']	[]	8696	
PRE-4975_singleHH	1	PRE	['PRE-4975']	[]	15445	
PRE-815_singleHH	1	PRE	['PRE-815']	[]	452	
PRE-4368_singleHH	1	PRE	['PRE-4368']	[]	15924	
PRE-2214_singleHH	1	PRE	['PRE-2214']	['PRE-2214_singleHH_KID_0', 'PRE-2214_singleHH_KID_1', 'PRE-2214_singleHH_KID_2', 'PRE-2214_singleHH_KID_3']	5730	
PRE-2701_M_PRE-2702	2	PRE	['PRE-2701', 'PRE-2702']	[]	10270	
PRE-83_singleHH	1	PRE	['PRE-83']	['PRE-83_singleHH_KID_0']	9223	
PRE-4255_M_PRE-4256	2	PRE	['PRE-4255', 'PRE-4256']	[]	2230	
PRE-841_singleHH	1	PRE	['PRE-841']	[]	8269	
PRE-2898_M_PRE-2899	2	PRE	['PRE-2898', 'PRE-2899']	['PRE-2898_M_PRE-2899_KID_0', 'PRE-2898_M_PRE-2899_KID_1', 'PRE-2898_M_PRE-2899_KID_2', 'PRE-2898_M_PRE-2899_KID_3']	13880	
